"num_torres";"inhibs";"DamageObjectives";"kda_mid";"kda_jng";"kda_sup";"kda_adc";"kda_top";"num_asesinatos";"num_nashors";"num_dragones";"double_k";"oro_al_15";"cura";"gana";"diferencia_exp";"diff_oro_al_15"
11;3;3703,22580645161;6,5;4;9;4,5;3,33333333333333;17;2;5;2;26300;992,612903225806;"si";2144;2900
4;0;1836,36363636364;1;0,714285714285714;1,75;5;2,5;8;0;3;1;23700;765,727272727273;"no";298;-300
1;0;996,969696969697;0,75;1;0,333333333333333;0,75;0,4;4;0;0;0;24100;252,666666666667;"no";490;-329
1;0;1097,56097560976;2;1,25;1,66666666666667;1,5;0,857142857142857;7;0;4;0;23600;453,048780487805;"no";-1901;-1300
6;0;2009,75609756098;10;3,33333333333333;10;0,833333333333333;2,66666666666667;12;0;2;1;25600;705,585365853659;"no";114;1300
10;3;2910,52631578947;4;6,5;8;13;13;19;2;4;1;24600;1050,07894736842;"si";1364;-541
11;3;2468,75;16;9;4;2,8;4,5;18;1;2;1;26700;912,71875;"si";2192;2900
9;2;2811,42857142857;13;9,5;7,5;10;5;23;1;5;1;24800;1959,48571428571;"si";218;413
10;1;2341,66666666667;16;3,33333333333333;13;13;5,5;17;1;3;3;24500;930,638888888889;"si";-235;1100
4;0;1335,29411764706;0,25;0,333333333333333;0,5;1;0;2;0;2;0;22900;678,529411764706;"no";-1524;-3000
8;2;1704;4,33333333333333;6,5;8,5;19;2,6;21;1;5;3;25500;1648,86;"si";1029;2000
4;0;1764,28571428571;3;2,66666666666667;1,2;3,5;1,4;9;0;3;1;25900;441,214285714286;"no";-947;1700
4;0;1230,4347826087;5;2,6;1,6;4;6;16;0;2;1;23300;981,630434782609;"no";-320;-426
10;2;2874,96875;6,5;12;16;13;2,66666666666667;19;1;3;4;22800;981,59375;"si";-932;281
10;2;2367,74193548387;10;11;11;7;12;15;1;3;2;23200;943,709677419355;"si";-200;-1000
8;1;1934,88372093023;6,33333333333333;4;3,75;6,66666666666667;3,8;24;1;4;1;24500;1738,06976744186;"si";1350;1600
11;3;2520;9;8;12;11;3;14;1;4;0;24700;844,628571428571;"si";622;2000
1;0;1537,14285714286;1,4;1,4;4;4;6;8;0;4;1;24200;877,6;"no";-1147;-2800
1;0;1144,8275862069;0,666666666666667;0,5;0,75;1;2;5;0;3;0;23700;411,48275862069;"no";-2004;-2400
6;1;2363,88888888889;1,75;1,5;2;3;1,16666666666667;10;2;1;1;25400;1270,27777777778;"no";-2433;-1400
9;2;2750;10;12;13;12;1,5;18;1;2;3;25200;1074,73076923077;"si";-353;1800
7;1;2216,66666666667;4;9;7;7;6;11;1;4;0;24300;934,233333333333;"si";-575;125
9;2;2492,10526315789;1;5;4;6;1;7;2;2;1;26300;898,710526315789;"si";931;3600
10;2;3081,25;5,5;14;13;2,66666666666667;9;16;1;3;2;23700;657,3125;"si";-617;226
9;1;2604,16666666667;17;17;7,5;13;3,66666666666667;19;1;2;2;26600;1082,08333333333;"si";4051;5200
10;1;1916,66666666667;4;4;1,75;7;9;9;0;1;2;25300;1358,27777777778;"si";2740;1200
8;1;2175,55555555556;2,4;5,25;3;12;3;26;0;4;2;24700;2323,35555555556;"si";-103;594
2;0;1290;0,833333333333333;1,6;1,75;2,5;8;9;0;2;0;23400;594,6;"no";-3209;-5100
3;0;1361,29032258065;2,5;1,28571428571429;1;1,2;1,25;15;1;3;3;26400;751,516129032258;"no";1067;2000
9;2;3018,91891891892;10;4;11;5;6;12;1;5;0;25400;883,783783783784;"si";2343;1600
9;2;2800;6;12;4;3,5;7;15;1;3;4;23200;1123;"si";45;-1100
11;4;2631,70731707317;14;8;3,5;3,25;3,5;20;2;3;3;23400;760,219512195122;"si";-1898;-2100
2;0;1026,66666666667;1,33333333333333;0,571428571428571;1;0,666666666666667;1,33333333333333;4;0;0;0;23600;1516,63333333333;"no";-2382;-2800
7;1;1962,96296296296;2;2,5;6;6;10;16;0;2;0;26000;1095,92592592593;"si";-406;-2
4;0;2718,18181818182;3,66666666666667;5,5;3,5;13;2,2;13;1;4;0;25300;1167,31818181818;"si";451;2800
4;0;1448,64864864865;3;2;3;0,6;9;9;0;0;1;24300;1125,97297297297;"no";316;810
11;2;2290,625;11;9;10;8;3,5;13;1;3;0;25200;625,28125;"si";1738;-624
5;1;1300;1,8;1,71428571428571;0,5;10;1,57142857142857;15;1;5;3;22900;1750,82978723404;"no";732;-2000
3;0;1311,42857142857;2;1,66666666666667;1,5;7;1,75;10;0;2;2;25800;1162,34285714286;"no";-1066;-479
2;0;622,58064516129;3,5;1,16666666666667;0,6;1,66666666666667;0,6;7;0;1;0;24300;1168,51612903226;"no";-2600;-3300
11;3;2253,57142857143;6;5;5;7;6;9;1;1;1;26000;991,464285714286;"si";506;1700
8;1;2065,625;12;12;10;4,5;8;16;1;4;3;23500;800,25;"si";1009;-702
1;0;1616,66666666667;0,6;0,666666666666667;0,6;1,33333333333333;0,5;5;0;1;0;22900;694,041666666667;"no";-1289;-2800
4;0;1426,82926829268;6;6;2;3;0,8;6;1;1;1;23300;906,390243902439;"no";523;1200
9;1;2379,31034482759;6;7;2,66666666666667;7;3;10;1;4;1;26100;949,103448275862;"si";2198;2800
3;0;1421,875;5;3,5;2,5;1,66666666666667;6;8;0;1;0;24500;471,90625;"no";1607;2100
6;0;2107,69230769231;8;11;2,33333333333333;1;4,5;11;0;4;1;22400;911,487179487179;"no";-1335;-4300
8;1;2340,74074074074;10;10;3;3,5;1,5;11;0;4;3;25100;627,518518518518;"si";1050;1400
1;0;664,516129032258;2;5;2,5;1,57142857142857;1,75;12;0;1;1;24200;699,741935483871;"no";39;-1200
11;3;3012,5;7;10;7;7,5;2,66666666666667;24;1;3;1;25800;1195,9375;"si";1816;2600
2;0;456,666666666667;2,66666666666667;1,6;1,5;2,66666666666667;2,5;10;0;0;0;22400;535,933333333333;"no";-1544;-3100
11;2;3246,42857142857;6;5;5;7;8;9;1;4;1;26200;780,25;"si";-1527;2500
7;1;1597,2972972973;3;3,66666666666667;4;5;2,8;17;0;2;0;24800;1500,10810810811;"si";2507;1900
10;2;2283,33333333333;11;10;9;8;3;14;1;2;1;24100;775,208333333333;"si";815;346
4;0;1488,88888888889;3,33333333333333;1,2;2,5;1,33333333333333;3,5;14;0;3;0;23100;1137,77777777778;"no";-2475;-2100
1;0;1158,06451612903;6;3,5;0,666666666666667;3;1,5;9;0;2;0;22700;611,645161290323;"no";1252;-2600
2;0;878,125;1,5;1,66666666666667;0,6;1,25;1,2;8;0;1;2;23000;583,34375;"no";-2733;-1800
3;0;1277,41935483871;1;7;2;1,33333333333333;2,5;7;0;3;1;23700;745,806451612903;"no";122;-255
1;0;972,413793103448;0,75;2,66666666666667;0,333333333333333;6;1,2;8;0;1;1;24300;912,241379310345;"no";-3488;-3800
9;1;2996,42857142857;13;9;13;13;5;14;1;3;2;24400;959,75;"si";-763;1500
7;1;3213,33333333333;11;9;5;9;6;12;1;5;1;23900;834,266666666667;"si";1259;-296
3;0;1039,39393939394;1,6;2,66666666666667;2;1;0,8;10;0;2;0;24500;976,242424242424;"no";2464;147
0;0;535;0,2;0,75;0,666666666666667;0,4;1;3;0;0;0;22900;584,75;"no";-4090;-3100
6;0;1678,37837837838;2;0,75;0,666666666666667;7;1,25;7;1;1;1;25000;1202,24324324324;"no";1087;1900
1;0;1020,68965517241;2,66666666666667;1;0,5;0,5;2;9;0;3;2;23000;742,068965517241;"no";91;-2300
6;0;1244,44444444444;3;1;4;1,33333333333333;0,666666666666667;6;0;2;0;26200;632,527777777778;"no";2813;3100
10;2;2634,21052631579;22;16;2,33333333333333;4,5;21;25;1;4;2;26000;1283,78947368421;"si";-66;1900
8;1;2346,66666666667;18;17;17;8;5,33333333333333;20;1;3;1;24400;807,233333333333;"si";1198;-328
1;0;539,393939393939;2;1,2;1,5;1,75;1;8;0;1;1;21600;494,606060606061;"no";-2258;-4400
5;1;1754,54545454545;11;10;11;11;3;13;1;2;2;23900;1192,60606060606;"si";-320;-2600
1;0;823,529411764706;1,28571428571429;1,16666666666667;2,66666666666667;1,25;1,75;12;0;0;0;23700;860,411764705882;"no";-703;1100
1;0;800;0,714285714285714;1;0,6;1,25;2;8;0;0;2;24000;908,814814814815;"no";-2571;-2800
0;0;774,074074074074;0,75;0,333333333333333;0,285714285714286;0,8;1;4;0;1;0;22000;779,666666666667;"no";-2833;-5400
10;3;2491,66666666667;6,5;4,5;3,25;16;14;19;1;4;0;25100;1478,47222222222;"si";1708;2500
0;0;732,142857142857;0,166666666666667;0,333333333333333;0;0;0;1;0;0;0;21800;518,857142857143;"no";-3229;-3200
2;0;706,896551724138;0,6;0,8;3;1;0,25;5;0;1;0;23800;759,413793103448;"no";-237;-1100
3;0;1512,12121212121;4;4;1,2;11;3;13;0;2;2;23500;1148,75757575758;"no";-858;-1800
8;2;2966,66666666667;9;3;7;3,25;7,5;20;2;5;2;24600;1433,46153846154;"si";-590;-1100
11;3;2996,42857142857;7;6,5;16;4,25;16;30;1;4;2;25900;1149,21428571429;"si";2109;426
7;1;2541,93548387097;12;11;9;12;16;16;1;4;3;25400;1019,67741935484;"si";2618;2700
9;1;2811,42857142857;11;3,33333333333333;4,5;11;7;16;2;4;2;26400;752,457142857143;"si";1105;3900
3;0;763,636363636364;1,25;2;2;1,33333333333333;0,8;10;0;2;1;24600;587,272727272727;"no";1272;-19
10;2;2911,42857142857;14;10;16;9;11;16;2;4;3;23000;1232,8;"si";-487;-1600
3;0;1050;5;3;8;3,5;2,75;17;0;4;1;23700;1665,375;"no";-769;-3000
2;0;981,25;0,4;1;0,571428571428571;1;0,8;8;0;1;0;23900;710,90625;"no";-571;-1600
2;0;1188,23529411765;2,33333333333333;2,75;1,33333333333333;3,66666666666667;6;14;0;2;1;22000;765,794117647059;"no";-2247;-1800
4;0;1546,51162790698;1,66666666666667;2,25;0,666666666666667;1,66666666666667;1,2;12;1;1;2;24100;706,581395348837;"no";380;178
8;1;2258,82352941176;4,66666666666667;12;2,25;4,33333333333333;14;20;1;4;0;22600;1654,97058823529;"si";-1338;-2400
7;1;2737,14285714286;2;6,5;4;11;4,33333333333333;16;1;4;1;28800;753,742857142857;"si";3144;5500
3;0;896,153846153846;1;0,6;0,75;1;0,333333333333333;7;0;0;0;24700;538,038461538462;"no";-543;-1500
7;1;1837,93103448276;5;9;1,5;1,66666666666667;10;11;1;2;1;25500;590,379310344828;"si";-239;-980
10;2;2239,39393939394;10;3;7;2,33333333333333;9;12;1;2;0;24600;918,848484848485;"si";-1464;441
11;3;2584,61538461538;6;3;4;4,5;10;13;1;4;1;27700;1069,30769230769;"si";2733;4500
1;0;1147,61904761905;2,5;2,6;3,5;2,5;5,5;18;0;3;0;24700;1001,80952380952;"no";24;-635
9;2;3357,14285714286;7,5;8;4,5;15;16;22;1;4;2;27200;1022,25;"si";1094;3200
11;3;2400;8,5;14;14;5,33333333333333;5,5;25;1;4;0;25300;1130,78787878788;"si";318;339
9;1;3258,06451612903;5,5;5,5;4,33333333333333;7,5;12;22;1;4;1;25600;773,354838709677;"si";1515;1900
1;0;847,368421052632;0,333333333333333;0,333333333333333;0,5;1;0,2;2;0;0;0;22600;728,947368421053;"no";-3696;-4900
9;1;2703,33333333333;15;6,5;13;12;11;19;1;2;4;24500;977,033333333333;"si";1734;-50
9;1;2558,62068965517;22;5,33333333333333;5,33333333333333;11;5,66666666666667;28;1;3;1;28200;1393,65517241379;"si";1693;1300
3;0;1275;2,75;1,5;1,16666666666667;4,5;2,4;14;1;0;1;24400;1020,25;"no";-1072;-124
9;1;2112,12121212121;10;5;11;14;3,33333333333333;15;1;2;1;24800;1219,60606060606;"si";-914;-499
10;2;3008,33333333333;10;12;7;9;5;17;2;5;2;24500;1024,25;"si";691;-2000
2;0;968,965517241379;1,33333333333333;1;1;6;0,75;6;0;3;0;23900;771,448275862069;"no";-2475;-4100
8;1;2042,30769230769;5,5;17;3,25;4;4;18;1;1;3;26600;1600,84615384615;"si";-1067;-1700
8;1;2920;10;10;6;9;1;13;1;3;1;27900;1405,28;"si";3488;3700
9;3;2657,89473684211;16;12;1,33333333333333;5,66666666666667;6,5;20;2;4;3;25000;1551,57894736842;"si";1824;583
1;0;957,692307692308;1,75;1;1,16666666666667;1,25;0,666666666666667;8;0;0;2;24900;595,038461538462;"no";-1249;-532
11;4;3471,875;11;14;4;10;10;17;1;5;1;27400;1224,0625;"si";1043;3400
7;1;2296,15384615385;11;4;6;12;3;13;1;4;1;23200;1211,03846153846;"si";-953;-4100
2;0;757,894736842105;1;0,5;1;0,5;1;3;0;1;0;23700;503,078947368421;"no";-626;-554
9;1;2019,44444444444;10;11;3,5;10;4,5;12;1;3;2;25100;786,111111111111;"si";920;881
7;1;2280;13;13;2;9;6;21;1;2;1;24000;894,4;"si";-544;-1100
8;1;2615,78947368421;7;7;7;6;3;8;2;4;1;23300;1575,63157894737;"si";-342;-1100
9;1;2896,66666666667;13;12;2,66666666666667;12;1,6;23;1;3;1;28800;981,8;"si";3793;5700
11;2;2706,25;13;3,33333333333333;10;12;4;16;2;4;2;25600;953,78125;"si";1485;1300
3;0;1911,11111111111;0,8;0,833333333333333;0,75;0,333333333333333;0,333333333333333;7;2;2;0;23300;542,833333333333;"no";-3897;-3100
9;2;3434,61538461538;13;15;20;10;10;25;1;4;2;28300;1361,61538461538;"si";5623;6200
10;2;2873,33333333333;12;9;3;10;13;15;1;3;2;27700;989,733333333333;"si";2695;4300
2;0;713,04347826087;1;1,5;0,5;1;0,666666666666667;4;0;0;0;23600;540,260869565217;"no";-1635;-6600
3;0;2000;6;8;3;2;3;9;1;3;0;23900;1093,97297297297;"no";-1657;-2300
2;0;635,714285714286;2;1;0,571428571428571;2,33333333333333;0,5;9;0;1;2;25100;629,857142857143;"no";-363;-2100
9;1;1984,61538461538;5,5;2;4,66666666666667;15;2,25;17;2;3;1;24000;1261,82051282051;"si";-2069;-1900
11;3;2638,23529411765;2,33333333333333;4,33333333333333;2,5;6;3;19;1;3;1;26600;1156,35294117647;"si";378;2100
2;0;1416;0,4;1;0,25;0;0,5;3;0;0;0;23300;722,16;"no";-696;-948
3;0;2335,13513513513;1,66666666666667;5;3;2;1,28571428571429;18;1;4;1;26300;638,72972972973;"no";-3866;-2400
3;0;1406,66666666667;3;1,5;0,5;1;0,4;4;0;1;0;24300;742,533333333333;"no";-1557;-1600
8;1;2850;7;10;10;9;6;11;1;4;0;25700;1265,07692307692;"si";649;1800
2;0;695,652173913043;1,25;0,833333333333333;1,16666666666667;3,5;0,25;8;0;0;0;24900;357,260869565217;"no";-3744;-5200
10;2;2893,54838709677;5;3,75;5,66666666666667;18;6,5;24;1;4;2;24600;1203,45161290323;"si";77;182
11;2;2941,37931034483;7;10;11;12;11;14;1;2;1;26000;1154,96551724138;"si";2768;1100
3;0;1536,36363636364;1,66666666666667;3,6;1,57142857142857;18;3,33333333333333;21;0;4;2;24400;942,704545454545;"no";-1209;-1000
2;0;1095,65217391304;1,5;1;0,75;0,2;0,666666666666667;4;0;1;0;25200;888,521739130435;"no";-2818;-841
1;0;810,714285714286;0,6;0,8;1;1;0,75;6;0;1;1;22300;593,5;"no";-5204;-7200
9;2;2565,625;17;4,75;20;9;16;23;1;3;3;26000;1075,5;"si";1478;2000
0;0;1076,66666666667;1,5;7;0,833333333333333;1,66666666666667;1,66666666666667;9;0;3;0;23000;602,833333333333;"no";492;-3100
9;1;2733,33333333333;14;6;12;11;6;21;1;3;1;25500;1020,62962962963;"si";3103;2700
9;2;2306,89655172414;15;14;7,5;15;11;19;0;2;2;27800;1025,03448275862;"si";2099;5400
9;2;2427,77777777778;16;14;3,66666666666667;4,66666666666667;6,5;21;0;3;3;25600;1001,44444444444;"si";2400;2600
3;0;951,851851851852;5;1,5;1,2;1,25;2;9;0;1;1;25200;831,222222222222;"no";-1480;-2200
1;0;434,375;1,8;1,85714285714286;1,2;1,66666666666667;1,6;15;0;1;2;22100;533,34375;"no";-2474;-3700
2;0;1030;1,5;1,66666666666667;1,33333333333333;1,33333333333333;1,5;6;0;3;0;22700;458,266666666667;"no";-1510;-1700
2;0;1527,27272727273;1,33333333333333;1,75;2;2;3;9;0;3;0;25200;583,878787878788;"no";-1700;-19
10;2;2450;10;18;3,5;9;6;24;1;4;6;24700;915,705882352941;"si";1635;2500
4;0;2000;3;4;0,8;2;2;9;0;2;1;27200;544;"no";480;3000
2;0;1847,22222222222;2;2,5;5;4,5;5;18;0;3;1;24500;1376,91666666667;"no";1222;82
3;0;613,333333333333;1,66666666666667;1,75;0,8;1,2;1,5;8;0;0;1;24500;700,833333333333;"no";479;-1900
0;0;575;4;1,75;3;1;0,8;7;0;1;0;23800;576,571428571429;"no";-1741;-2000
9;2;3240,625;10;5;9;10;4;12;0;5;1;26300;1384,34375;"si";2745;5100
10;2;2150;4,5;6,33333333333333;4;6,5;4,66666666666667;24;1;4;2;27200;1319,92105263158;"si";1337;2900
2;0;1844,11764705882;1,5;1;1;3;0,75;4;0;2;0;26100;503,852941176471;"no";623;2700
2;0;570,37037037037;3;5;2;1,33333333333333;2;6;0;0;0;23400;1432,11111111111;"no";806;-1900
8;1;2430,4347826087;12;10;9;8;11;17;0;3;1;26400;988,173913043478;"si";2630;5400
10;1;2839,39393939394;5;7;2;5;6;7;1;4;0;26000;742,484848484848;"si";2280;3200
7;1;1516,66666666667;3,2;6,66666666666667;2;5;13;21;0;4;1;23700;1778,45238095238;"no";1211;-3000
3;0;1250;0;2;2;1;1;4;0;1;0;22900;614,378378378378;"no";688;-1700
8;1;2002,94117647059;7;8;1,33333333333333;5;8;12;2;2;1;24300;617,088235294118;"si";444;-385
6;1;1837,77777777778;3;2,4;1,71428571428571;7;4;17;0;3;2;23700;1342,86666666667;"no";-630;-3000
0;0;416,666666666667;0,8;1,2;0,857142857142857;2;0,8;7;0;0;1;22800;301;"no";-939;-3500
1;0;885,714285714286;0;0;0;0;0;0;0;1;0;21700;576,214285714286;"no";-3253;-4600
10;2;2660;8;19;4,66666666666667;14;10;22;1;4;2;27800;1079,6;"si";4016;4100
11;3;3022,58064516129;8;14;3,66666666666667;15;5,5;19;1;4;1;27800;1524,38709677419;"si";3040;4900
2;0;444;0,666666666666667;0,777777777777778;1,28571428571429;0,777777777777778;0,666666666666667;9;0;0;0;21900;341,24;"no";-5094;-3900
7;1;1931,70731707317;1,8;5,5;6;2,625;4;36;1;2;5;25800;810,560975609756;"si";-1700;1100
8;1;2205,71428571429;6,5;17;9;14;14;20;0;4;2;25200;1506,57142857143;"si";470;2100
2;0;1077,41935483871;2;1,5;1,25;0,75;1;7;0;0;0;25600;519,129032258065;"no";-2883;-1200
11;3;2781,48148148148;8;13;3;9;15;21;1;3;3;25200;674,333333333333;"si";260;422
2;0;600;1,25;1,75;1;1,2;1,33333333333333;8;0;0;1;24600;875,166666666667;"no";1018;915
11;3;2919,35483870968;7;12;12;11;1,66666666666667;16;1;4;2;23200;1120;"si";2300;-762
2;0;994,444444444444;2,5;1,28571428571429;1,8;3,25;2,4;18;0;2;1;24400;512,277777777778;"no";-1623;-3200
5;1;1564,58333333333;5;2,5;3;2;0,666666666666667;10;0;2;0;22200;772,229166666667;"no";-1523;-2500
9;1;3575;13;5,5;4,33333333333333;12;11;17;2;5;2;27700;713,875;"si";878;1400
2;0;616,666666666667;2,5;1,5;1;1;1,5;6;0;0;0;24400;1241,63333333333;"no";-527;-830
1;0;390,909090909091;1;1,33333333333333;0,833333333333333;1,14285714285714;0,666666666666667;12;0;0;0;24300;512,636363636364;"no";-3384;-7200
11;3;3024,24242424242;5,5;6;11;12;3,33333333333333;19;2;5;3;22800;1110,42424242424;"si";-1172;-1200
11;4;2844,8275862069;10;10;11;9;0,333333333333333;12;1;3;1;27900;904,793103448276;"si";5055;5300
2;0;924,324324324324;0;2;0,666666666666667;2;0,5;5;0;1;0;22500;445,135135135135;"no";-1600;-1200
3;0;985,714285714286;1,66666666666667;2,5;1,5;2;1;11;0;1;0;24400;902,342857142857;"no";75;-588
3;0;1494,11764705882;0,285714285714286;3;1;4;1,25;6;0;2;0;23500;909,941176470588;"no";1181;1700
11;3;2420;3,5;3;11;17;6;19;1;4;0;28000;1034,03333333333;"si";4074;3600
9;1;2568,75;11;10;6;3;4;13;1;5;1;24800;1150,59375;"si";2088;435
2;0;977,142857142857;1,5;1,33333333333333;1;1;1,5;4;0;1;0;22100;852,2;"no";-2677;-3300
8;1;1482,35294117647;7;3,33333333333333;11;10;9;11;1;3;1;22600;1411,20588235294;"si";-205;-1800
7;1;1813,88888888889;6,5;16;2,2;14;4;18;0;4;1;25300;1445,94444444444;"si";-528;-889
3;0;1353,57142857143;1;0,5;0,5;0,2;0,166666666666667;2;0;2;0;22300;543,178571428571;"no";-1607;-3000
2;0;1228,57142857143;3;4,5;2,25;7;1,25;11;0;4;0;24000;670,619047619048;"no";1022;1300
1;0;1209,09090909091;2,5;0,75;2,5;1,25;1;6;0;2;1;23300;486,030303030303;"no";1340;214
7;1;2533,33333333333;11;9;3,33333333333333;13;10;15;1;4;1;23600;1079,52777777778;"si";809;-59
10;1;2256,25;1,75;13;6;14;2,2;17;1;4;1;24000;897,75;"si";339;-1200
9;1;3529,41176470588;4;11;6;6,5;3,66666666666667;14;3;5;2;24700;1299,33333333333;"si";605;971
7;1;1796,2962962963;10;10;5;15;8;16;1;1;2;23400;859,592592592593;"si";1732;-158
10;2;3391,66666666667;12;10;12;10;2;16;1;2;0;27100;661;"si";2967;3600
1;0;1225,8064516129;1,25;3;2,5;2,25;1,5;10;1;1;0;22700;745,129032258065;"no";-2223;-2900
11;3;2612,12121212121;9;4;8;8;8;13;1;3;1;24600;1809,48484848485;"si";955;403
0;0;533,333333333333;1,4;2,5;2,5;1,6;2,66666666666667;11;0;0;0;22700;823,666666666667;"no";-1898;-3700
11;3;2776,47058823529;8;4,5;9;8;3;10;1;4;0;26600;798,205882352941;"si";1453;5300
9;1;2896,42857142857;7;7,5;6,5;12;6,5;17;1;4;1;27300;822,392857142857;"si";2361;2900
2;0;750;1;1,25;1;3;0,5;8;0;1;1;22000;505,269230769231;"no";-1440;-2900
10;2;3290,32258064516;10;2,66666666666667;4;9;3,5;17;1;5;2;24300;1536,38709677419;"si";691;-1900
8;1;2903,57142857143;16;3,66666666666667;3,66666666666667;6,5;2,66666666666667;20;1;4;2;28300;1096,92857142857;"si";2083;3900
2;0;670,588235294118;1;0;0;0,5;0;2;0;1;0;21700;1105,70588235294;"no";-642;-2200
10;2;1886,66666666667;1,75;2,66666666666667;5,5;10;9;11;2;2;0;24000;1610,57777777778;"si";2135;1000
4;0;783,870967741935;0,8;2,5;1,5;1,33333333333333;0,6;7;0;2;0;25300;614,903225806452;"no";2289;3000
9;1;2923,33333333333;13;6,5;3,75;7,5;15;20;1;4;2;24400;514,933333333333;"si";2171;1700
6;0;1878,0487804878;1;1,75;0,666666666666667;2,33333333333333;1,5;8;1;4;0;23900;735,024390243902;"no";-661;1400
5;0;1611,42857142857;2;1,66666666666667;1,66666666666667;2;1,25;7;1;3;0;25200;631,171428571429;"no";889;2000
4;0;1472,34042553191;3,66666666666667;4;2,33333333333333;9;7;13;0;4;0;24300;904,212765957447;"no";-776;930
2;0;862,162162162162;1;1;0,5;1;0;5;0;3;0;22000;1685,64864864865;"no";-1893;-3100
11;3;2881,25;15;7,5;6,5;17;8,5;21;1;3;1;23900;2254,75;"si";1416;-171
2;0;817,241379310345;0,571428571428571;1,33333333333333;1;1,5;1,25;8;0;0;0;24500;517,103448275862;"no";-3286;-756
10;2;2925,8064516129;10;6;8;8;4;12;1;4;2;24300;1168,58064516129;"si";875;1700
11;4;3011,53846153846;5,5;5;11;10;5;15;1;3;1;27100;495,307692307692;"si";1368;4500
11;3;3646,66666666667;8,5;16;20;7,5;4,33333333333333;24;2;5;2;26800;710,9;"si";-1242;668
10;3;2671,42857142857;4,66666666666667;14;7;9,5;16;27;3;4;1;24100;1792,45238095238;"si";140;-678
1;0;725,925925925926;0,5;0,333333333333333;2;2;0;4;0;1;0;22300;426,740740740741;"no";-1939;-3300
11;2;3058,82352941176;10;3,5;4;7;8;16;2;4;3;23400;924,588235294118;"si";-350;-878
3;0;834,285714285714;1,25;0,666666666666667;1;2;2,5;5;0;2;1;24100;694,514285714286;"no";924;1800
10;2;3096,55172413793;4;16;3,66666666666667;6;6;20;1;4;2;26000;852,48275862069;"si";297;700
2;0;857,575757575758;1,33333333333333;1,66666666666667;0,666666666666667;6;1,5;6;0;2;0;25300;754,363636363636;"no";3053;307
11;2;3120,68965517241;2,33333333333333;7;7,5;7,5;5;22;2;3;1;27700;815,413793103448;"si";1839;1100
5;0;1117,85714285714;1;0,666666666666667;1;0,333333333333333;0,666666666666667;3;0;2;0;24000;969,285714285714;"no";1794;-1400
10;1;2828,125;10;3;5;5;7;12;1;3;3;26000;916,65625;"si";2541;3300
1;0;829,032258064516;0,75;1,75;0,5;1;1,25;9;0;3;0;23000;765,387096774194;"no";-85;-1400
10;2;2328,94736842105;11;7,5;7;6;14;17;2;3;3;23300;1770,15789473684;"si";740;-3600
6;0;1340;1;1,5;2,5;3;1;6;1;2;0;22100;594,828571428571;"no";-1940;-3400
10;2;3112,5;10;13;5,5;15;12;18;2;4;3;24200;1119,15625;"si";2143;-128
6;1;1461,76470588235;0,666666666666667;1,66666666666667;2;2,5;6;7;0;2;0;24700;441,647058823529;"no";1687;1300
7;1;2068,42105263158;7,5;16;3;5,66666666666667;3,4;20;0;5;2;22700;1765,94736842105;"si";-552;-1000
0;0;512,5;0,4;0,5;1;2;1;2;0;1;0;22700;687,625;"no";-1311;-1600
3;0;1548,27586206897;3;2,25;7;3,5;2,5;14;1;1;2;25000;933,965517241379;"no";-1207;505
10;1;2565,51724137931;13;12;15;14;13;16;1;4;3;23900;1406,51724137931;"si";2313;1300
8;1;2244,73684210526;4;11;3,33333333333333;15;9;17;1;3;2;24900;856,421052631579;"si";341;168
4;0;860;0,8;1,5;0,857142857142857;3;2,33333333333333;9;1;0;1;21100;757,914285714286;"no";295;-808
8;1;1972,41379310345;7;13;2;17;3,33333333333333;18;1;4;2;24200;1139;"si";1468;-310
4;0;1096,55172413793;0,25;0;0;0;0,5;1;0;0;0;21700;451,310344827586;"no";-2500;-2000
10;2;2529,54545454545;2,16666666666667;1,25;12;4,5;3;15;2;4;0;24800;724,886363636364;"si";965;1300
10;1;2360;14;4,33333333333333;6,5;13;14;17;1;3;3;23400;906,8;"si";1107;-781
8;1;2938,09523809524;6;11;12;11;6;14;1;3;1;26400;779,761904761905;"si";3815;4800
4;0;1233,33333333333;1;0,8;1,2;1,4;2,5;7;0;2;2;23900;632,151515151515;"no";-639;-3000
8;1;2373,91304347826;14;10;9;6;10;15;0;3;2;26900;1106,30434782609;"si";5219;5500
9;1;2594,28571428571;4,5;7;9;9;5;13;2;2;2;25100;784,828571428571;"si";1375;2300
2;0;1074,28571428571;1;1;1,5;1,5;0,5;4;0;3;0;22500;490,914285714286;"no";-1929;-3600
9;2;2260;16;5,33333333333333;11;8;15;23;1;4;2;24300;1208,46666666667;"si";786;-722
1;0;590;4;1,66666666666667;0,75;0,666666666666667;0,166666666666667;5;0;1;0;22100;365,85;"no";-3859;-3900
2;0;1229,72972972973;0,4;2;1,33333333333333;1,5;0,5;4;0;2;0;23400;586,108108108108;"no";-1882;-411
8;1;2190,32258064516;13;4;3;14;4;17;1;3;0;24700;1955,58064516129;"si";-72;-253
11;5;3040;3,33333333333333;3;10;10;5;14;2;4;2;23700;1028,08571428571;"si";-138;-301
10;3;2466,66666666667;8;9;12;12;13;15;1;4;3;25100;936,619047619048;"si";985;2300
5;0;1761,53846153846;2,6;2,75;3,25;3,25;3,66666666666667;18;1;3;2;24100;679,666666666667;"no";2275;953
