"num_torres";"inhibs";"DamageObjectives";"kda_mid";"kda_jng";"kda_sup";"kda_adc";"kda_top";"num_asesinatos";"num_nashors";"num_dragones";"double_k";"oro_al_15";"cura";"gana";"diferencia_exp";"diff_oro_al_15"
3;0;1380,55555555556;1,66666666666667;2,5;2,5;3;1,33333333333333;7;0;2;1;24200;1379,91666666667;"no";-920;-881
2;0;1420;0,333333333333333;0,666666666666667;0,6;1,33333333333333;0,75;7;0;2;0;25100;1498,28;"no";544;1100
4;0;1236,84210526316;2;1;2;0,5;1,5;3;0;2;0;24400;810,052631578947;"no";342;1100
1;0;983,333333333333;0,428571428571429;0,6;1,6;2,33333333333333;1,33333333333333;8;0;1;0;23100;410,6;"no";-3793;-5700
2;0;1478,125;0,666666666666667;1,66666666666667;0,75;1,5;1;6;0;1;0;24300;431,125;"no";-1485;-1300
10;2;2241,66666666667;5;6,33333333333333;19;14;12;24;0;3;2;26400;536,111111111111;"si";3897;3100
1;0;769,230769230769;0;0,25;0,333333333333333;0,5;0,166666666666667;3;0;0;0;22100;338,153846153846;"no";-5623;-6200
2;0;800;0,666666666666667;1;1,33333333333333;1;0;4;0;2;0;23400;461,7;"no";-2695;-4300
10;1;3556,52173913043;5;8;8;8;5;14;1;3;1;30200;1281,91304347826;"si";1635;6600
9;2;2248,64864864865;4;7;0,6;5;2,5;9;1;3;1;26200;908,432432432432;"si";1657;2300
9;1;2564,28571428571;4;6;6,5;4,33333333333333;12;22;0;3;3;27200;771,107142857143;"si";363;2100
6;0;1861,53846153846;4,33333333333333;2,33333333333333;2,66666666666667;1,5;3;15;0;2;0;25900;770,666666666667;"no";2069;1900
7;1;1823,52941176471;3;3,33333333333333;2,5;2,33333333333333;1,8;16;1;2;1;24500;756,558823529412;"no";-378;-2100
8;1;2664;16;12;7,5;15;13;17;1;4;2;24200;1178,64;"si";696;948
9;1;1718,91891891892;8,5;3,4;6;7;3;25;1;1;5;28700;731,351351351351;"si";3866;2400
9;1;2650;9;5;10;10;4;13;1;4;0;25900;579,1;"si";1557;1600
3;0;1180,76923076923;0;0,333333333333333;1;0,5;0;1;0;0;0;23900;589,153846153846;"no";-649;-1800
9;1;3417,39130434783;14;17;5,5;16;2,6;22;1;4;1;30100;1277,5652173913;"si";3744;5200
2;0;1087,09677419355;4;1,28571428571429;1,8;1,5;1,16666666666667;13;0;0;0;24400;391,41935483871;"no";-77;-182
2;0;1106,89655172414;1,5;1,5;0;0,333333333333333;0;4;0;2;0;24900;941,103448275862;"no";-2768;-1100
11;3;2840,90909090909;4;6;1,71428571428571;4,66666666666667;2,16666666666667;22;4;3;1;25400;953,25;"si";1209;1000
9;1;2008,69565217391;10;13;17;9;10;17;0;1;1;26000;663,869565217391;"si";2818;841
10;3;2992,85714285714;12;13;14;15;2,66666666666667;22;0;2;0;29500;1123,42857142857;"si";5204;7200
3;0;1037,5;1,5;0,666666666666667;0,5;0,75;0,6;7;0;2;0;24900;837,40625;"no";-1478;-2000
9;2;2646,66666666667;12;13;2,5;7;3,66666666666667;17;1;2;2;26100;793,266666666667;"si";-492;3100
0;0;937,037037037037;0,8;1,33333333333333;0,6;1,25;0,6;6;0;0;0;22800;357,703703703704;"no";-3103;-2700
0;0;555,172413793103;0,5;1;0,75;0,285714285714286;0;3;0;1;0;22400;581,965517241379;"no";-2099;-5400
3;0;1013,88888888889;1,5;1,25;1,75;1;1,75;10;0;2;0;23000;506,277777777778;"no";-2400;-2600
7;1;2211,11111111111;10;6,5;4,33333333333333;13;4;17;0;3;1;27400;662,62962962963;"si";1480;2200
11;3;3556,25;3,5;15;2,4;11,5;5;27;2;3;5;25800;1469,40625;"si";2474;3700
11;1;2380;8;6;6;12;3;13;1;1;1;24400;1036,53333333333;"si";1510;1700
9;2;3209,09090909091;5;4;11;10;1,75;14;2;2;1;25200;1395,45454545455;"si";1700;19
3;0;1014,70588235294;1,5;2,5;1,33333333333333;2;1,5;11;0;0;0;22200;966,794117647059;"no";-1635;-2500
7;1;1934,375;3,33333333333333;9;12;15;3,33333333333333;15;1;3;0;24200;1564,1875;"si";-480;-3000
9;1;1733,33333333333;4;5,5;5,5;4;0,888888888888889;16;2;2;2;24400;868,805555555556;"si";-1222;-82
9;1;3210;12;8;6;14;2,75;21;1;4;2;26400;931,966666666667;"si";-479;1900
10;2;3150;7;7;3;9;3,66666666666667;15;1;3;2;25800;712,107142857143;"si";1741;2000
1;0;434,375;2;0,5;0,333333333333333;0,333333333333333;0;2;1;0;0;21200;372,75;"no";-2745;-5100
3;0;1607,89473684211;2,2;1,6;2;1,8;2,2;15;1;2;2;24300;1052,13157894737;"no";-1337;-2900
7;1;1885,29411764706;8;7;4,5;10;8;12;0;4;1;23400;1124,29411764706;"si";-623;-2700
9;1;2651,85185185185;6;7;9;7;1,33333333333333;9;1;3;1;25300;800,555555555556;"si";-806;1900
0;0;417,391304347826;0,333333333333333;0,5;0,6;1;1,5;3;0;0;0;22400;408,95652173913;"no";-2630;-5400
2;0;712,121212121212;1;1;3;2;3;4;0;1;0;22800;792;"no";-2280;-3200
7;1;1902,38095238095;5,33333333333333;1,66666666666667;5,66666666666667;3,4;3;19;1;2;2;26000;1151,66666666667;"si";-1211;3000
10;2;2483,33333333333;4;7;2,5;4;6;9;2;4;0;24700;620,459459459459;"si";-688;1700
6;0;2014,70588235294;1;1,5;1;1,5;1;5;0;3;0;24700;823,352941176471;"no";-444;385
7;1;2697,77777777778;3,75;6,5;2,2;6;4,33333333333333;21;2;4;2;26700;760,422222222222;"si";630;3000
10;1;3375;17;6,66666666666667;4,66666666666667;18;14;25;1;4;4;26300;1028,91666666667;"si";939;3500
11;3;3075;12;9;13;11;12;16;1;3;3;26300;499,142857142857;"si";3253;4600
1;0;533,333333333333;1,5;0,666666666666667;0,333333333333333;0;0,4;5;0;0;1;23700;590,566666666667;"no";-4016;-4100
1;0;625,806451612903;3,5;0,8;1,5;3;0,833333333333333;7;0;0;0;22900;536,516129032258;"no";-3040;-4900
9;1;2168;2;20;11;20;16;37;0;3;4;25800;1638,8;"si";5094;3900
10;4;2509,75609756098;1,6;3,375;1,41666666666667;8,5;1,11111111111111;31;2;3;2;24700;905,951219512195;"no";1700;-1100
3;0;831,428571428571;0,5;4;0,5;0,8;2,5;6;0;1;0;23100;448,971428571429;"no";-470;-2100
9;2;2551,61290322581;10;4,5;5,5;9;3,5;16;1;4;0;26800;1433,06451612903;"si";2883;1200
3;0;803,703703703704;2;2,5;0,8;1;0,333333333333333;6;0;0;0;24800;568,888888888889;"no";-260;-422
9;1;3130;10;4,66666666666667;13;9;4,33333333333333;20;1;4;2;23700;993,266666666667;"si";-1018;-915
2;0;809,677419354839;1;0;0,25;1,5;1;4;0;0;0;24000;612,741935483871;"no";-2300;762
10;2;2430,55555555556;5;5,33333333333333;7;2,2;4;25;1;3;3;27600;1328,86111111111;"si";1623;3200
9;1;2702,08333333333;2,66666666666667;7;1,33333333333333;6;2;11;2;5;1;24700;505,145833333333;"si";1523;2500
2;0;825;1;3;1;1,66666666666667;1;7;0;0;0;24400;610,875;"no";-878;-1400
8;1;2720;3;7;4;6;9;11;1;4;0;25200;1293,86666666667;"si";527;830
11;3;3386,36363636364;5,5;21;6;6,66666666666667;3,75;28;0;1;4;31500;635,090909090909;"si";3384;7200
4;0;1003,0303030303;1;0,666666666666667;1;0,666666666666667;1,66666666666667;8;0;0;1;24000;270,909090909091;"no";1172;1200
2;0;610,344827586207;0,666666666666667;1;0,333333333333333;0,5;4;4;0;1;0;22600;635,068965517241;"no";-5055;-5300
9;2;2462,16216216216;14;10;2,33333333333333;9;14;20;1;4;0;23700;728,378378378378;"si";1600;1200
9;1;2308,57142857143;15;18;4,25;5,66666666666667;3,66666666666667;22;1;4;3;25000;979,257142857143;"si";-75;588
9;1;2214,70588235294;14;11;13;10;2,33333333333333;18;2;2;1;21800;932,352941176471;"si";-1181;-1700
2;0;886,666666666667;0,75;2;0,333333333333333;6;1,5;8;0;0;0;24400;588,533333333333;"no";-4074;-3600
2;0;1196,875;0,5;1;0,666666666666667;1;2;4;0;0;0;24400;768,34375;"no";-2088;-435
11;3;2714,28571428571;11;9;12;13;6;13;1;4;1;25400;1343,42857142857;"si";2677;3300
6;0;2008,82352941176;2;3;1,33333333333333;5;2;6;0;2;0;24400;792,441176470588;"no";205;1800
3;0;1708,33333333333;3,33333333333333;2;1,5;3;8;11;0;1;1;26200;912,277777777778;"no";528;889
11;3;2050;15;16;14;17;13;20;1;2;4;25300;701,142857142857;"si";1607;3000
10;2;2638,09523809524;4,5;1,66666666666667;3;10;10;14;1;2;1;22700;729,785714285714;"si";-1022;-1300
9;1;2163,63636363636;9;9;3,5;6;6;14;1;2;1;23100;1164,9696969697;"si";-1340;-214
3;0;1661,11111111111;4;0,75;1;0,75;2;6;0;2;0;23700;800,777777777778;"no";-809;59
3;0;1268,75;2;4;1,5;3,33333333333333;2,66666666666667;12;0;0;0;25200;1368,3125;"no";-339;1200
5;0;1454,90196078431;1,5;1;1,25;4,5;7;10;0;4;1;23700;1218,47058823529;"no";-605;-971
3;0;1444,44444444444;1,66666666666667;2;0,666666666666667;0,75;0,75;5;0;2;0;23600;921,444444444444;"no";-1732;158
1;0;783,333333333333;0,25;1;1;0;3;3;0;1;1;23500;618,916666666667;"no";-2967;-3600
10;4;3035,48387096774;4;2;12;13;2,33333333333333;19;1;4;2;25600;1066,32258064516;"si";2223;2900
6;0;1833,33333333333;0,666666666666667;0,75;1;1;1;4;1;2;0;24200;1336,24242424242;"no";-955;-403
10;4;2329,62962962963;6;5,5;6;5,66666666666667;13;21;0;4;4;26400;2430,44444444444;"si";1898;3700
1;0;976,470588235294;0,5;0,5;4;1,33333333333333;2;4;0;1;0;21300;885,058823529412;"no";-1453;-5300
2;0;1253,57142857143;6;1,2;1,4;1,25;4;9;0;1;0;24400;765,607142857143;"no";-2361;-2900
11;4;1461,53846153846;16;5,5;6,5;6,5;6,5;19;0;0;1;24900;699,307692307692;"si";1440;2900
3;0;2000;0,75;3;0,666666666666667;1;1,5;7;0;0;0;26200;484,612903225806;"no";-691;1900
2;0;914,285714285714;1;2;2,33333333333333;2;1,2;12;0;0;0;24400;546,607142857143;"no";-2083;-3900
10;1;2708,82352941176;11;11;10;10;15;16;1;3;2;23900;1573,64705882353;"si";642;2200
3;0;2357,77777777778;5;2;5,5;9;2;11;1;5;1;23000;1515,08888888889;"no";-2135;-1000
11;3;2719,35483870968;6,5;13;8,5;16;6;19;1;3;1;22300;989,645161290323;"si";-2289;-3000
2;0;330;0,75;1,2;2,5;2,33333333333333;2;10;0;0;1;22700;1080,4;"no";-2171;-1700
10;2;2631,70731707317;2,25;11;8,5;16;10;19;2;3;3;23200;948;"si";661;-1400
8;1;1880;14;5;13;12;4,5;15;0;2;3;23200;1146,22857142857;"si";-889;-2000
9;1;2578,72340425532;2,25;3,5;2;4,5;3;10;2;4;1;23400;988,489361702128;"si";776;-930
11;3;2908,10810810811;9;15;14;3,66666666666667;13;16;2;3;0;25100;1458,45945945946;"si";1893;3100
3;0;1053,125;1;1;0,75;0,5;0,5;5;0;2;0;24100;454,78125;"no";-1416;171
10;2;2872,41379310345;9;18;15;15;3;23;1;4;2;25300;1346,34482758621;"si";3286;756
3;0;941,935483870968;0,5;3;0,75;1;0,5;3;0;1;1;22600;497,903225806452;"no";-875;-1700
3;0;850;0,833333333333333;1,66666666666667;3;5;1,66666666666667;8;0;1;1;22600;798,615384615385;"no";-1368;-4500
4;0;1056,66666666667;1;1,5;0,444444444444444;2,33333333333333;1,25;8;0;0;0;26100;512,633333333333;"no";1242;-668
9;3;2259,52380952381;0,833333333333333;1;0,666666666666667;1,75;1,25;8;1;2;0;24800;769,166666666667;"no";-140;678
10;2;2814,81481481481;6;5,5;8;5;4;11;1;3;0;25600;824,666666666667;"si";1939;3300
2;0;891,176470588235;2;1;1,66666666666667;0,5;0,75;6;0;1;0;24300;498,882352941176;"no";350;878
10;2;2680;15;10;3,5;10;17;18;2;3;2;22300;1813,17142857143;"si";-924;-1800
3;0;413,793103448276;2;1,75;0,833333333333333;1,5;1,5;10;0;0;0;25300;493,724137931034;"no";-297;-700
10;2;2572,72727272727;11;10;14;5,5;7;15;1;3;0;25000;1357,39393939394;"si";-3053;-307
2;0;931,034482758621;1,6;2,25;5;0,444444444444444;1,25;11;0;0;1;26600;754,103448275862;"no";-1839;-1100
11;2;2942,85714285714;3,5;12;13;11;10;14;1;2;1;25400;778,178571428571;"si";-1794;1400
0;0;937,5;1;0,666666666666667;1;1;0,5;4;0;2;0;22700;441,125;"no";-2541;-3300
8;1;2709,67741935484;6,5;7;10;10,5;11;25;1;2;1;24400;1440,61290322581;"si";85;1400
7;0;1278,94736842105;0,6;1;3,5;7;1;8;0;3;1;26900;642,289473684211;"no";-740;3600
9;1;2357,14285714286;3,5;5;11;8;12;14;1;2;2;25500;1044,71428571429;"si";1940;3400
2;0;800;0,8;1,66666666666667;1,33333333333333;1;0,25;6;0;1;0;24300;828,625;"no";-2143;128
11;3;2888,23529411765;11;3;5,5;5;9;12;1;3;2;23400;1118,64705882353;"si";-1687;-1300
4;0;1718,42105263158;2,75;5;0,833333333333333;2;3;15;1;1;1;23700;1288;"no";552;1000
11;3;2862,5;6;8;7;6;8;11;1;4;0;24300;747,875;"si";1311;1600
7;1;2603,44827586207;3,5;1;3;6;3;14;0;3;3;24500;602,896551724138;"si";1207;-505
1;0;906,896551724138;0;0;0;0;0;0;0;1;0;22600;528,896551724138;"no";-2313;-1300
1;0;700;1;1,5;0,5;0,8;0,333333333333333;6;0;1;0;24700;629,342105263158;"no";-341;-168
9;1;2382,85714285714;9;6;20;19;7;21;0;4;3;21900;2032,74285714286;"si";-295;808
3;0;1403,44827586207;2;2;1,75;2,33333333333333;1,5;8;0;0;0;24500;721,379310344828;"no";-1468;310
10;2;2731,03448275862;7;7;8;9;5;10;1;4;1;23700;1035,86206896552;"si";2500;2000
3;0;1134,09090909091;4,33333333333333;2,6;4;3,33333333333333;4;15;0;2;2;23500;1451,18181818182;"no";-965;-1300
7;1;1622,5;3,5;2;0,8;1,66666666666667;1;7;1;2;1;24200;683,55;"no";-1107;781
1;0;547,619047619048;0,5;0,333333333333333;0;0,25;1;1;0;0;0;21600;463,428571428571;"no";-3815;-4800
10;3;2281,81818181818;7;15;8;17;13;21;1;3;4;26900;1068,57575757576;"si";639;3000
1;0;691,304347826087;0;1;0;0;0,5;1;0;0;0;21400;657;"no";-5219;-5500
3;0;1031,42857142857;0,5;0,75;1;0;0,333333333333333;3;0;2;0;22800;551,828571428571;"no";-1375;-2300
10;1;3145,71428571429;9;3;7;5;5;13;1;3;1;26100;783,742857142857;"si";1929;3600
3;0;883,333333333333;0,5;1,33333333333333;0,666666666666667;2,33333333333333;1;8;0;0;1;25000;544,033333333333;"no";-786;722
9;1;2580;5;2,33333333333333;11;13;8;17;0;1;2;26300;661,9;"si";3859;3900
8;1;1678,37837837838;13;4,5;7;11;7;15;0;3;2;23800;709,540540540541;"si";1882;411
7;2;1732,25806451613;3,5;2,66666666666667;1,16666666666667;3,5;2;10;0;2;0;25000;505,322580645161;"no";72;253
4;0;1022,85714285714;2,66666666666667;8;1;2,5;1,25;9;0;1;0;24000;629,6;"no";138;301
5;0;1195,2380952381;0;0;0,333333333333333;2;0,333333333333333;2;1;2;0;22800;751,666666666667;"no";-985;-2300
7;1;2243,58974358974;2,8;5;4,5;9;3;20;0;3;2;23100;1019,87179487179;"si";-2275;-953
11;4;2304,7619047619;9;9;10;8;2,66666666666667;14;1;4;1;23600;1077;"si";192;2300
9;2;2118;4;1,33333333333333;8;4;2;9;2;4;0;24200;756,12;"si";1304;1500
8;1;2108,82352941176;12;2,75;2,83333333333333;21;4,33333333333333;21;1;3;1;22400;1210,94117647059;"si";-582;-2500
3;0;1388,46153846154;0,666666666666667;2,5;0,5;2;0,6;6;0;1;1;24800;627,576923076923;"no";-1270;171
2;0;1150;2;0,333333333333333;0,4;0,666666666666667;0,5;2;0;2;0;23400;977,541666666667;"no";-2173;-2100
4;0;1712,12121212121;2;4;1,5;4,5;0,571428571428571;10;0;3;1;25400;1445,78787878788;"no";618;-1200
10;1;2483,33333333333;8;7,5;11;4,75;5;23;1;4;6;23500;1153,3;"si";-316;-1000
7;1;2030,76923076923;2,25;4;13;12;7;16;1;2;3;25500;1279,11538461538;"si";569;447
11;3;2889,62068965517;4,5;18;2,75;13;2;21;1;4;2;26800;777,655172413793;"si";681;2200
10;0;2790,625;4,25;4,66666666666667;5,5;18;1,8;28;0;4;0;26800;996,48275862069;"si";218;451
4;0;978,125;1,5;1,6;1,8;4,5;1,33333333333333;11;0;2;1;23100;803,8125;"no";529;-594
8;2;1929,26829268293;3,75;2,66666666666667;2,33333333333333;6;2,75;20;2;2;2;24900;1005,73170731707;"no";-1127;-2300
10;1;2540;16;14;2,33333333333333;15;5;24;2;2;3;25200;745,275;"si";1433;1600
2;0;1096,875;1,8;3,33333333333333;0,857142857142857;9;1,25;13;0;3;1;24100;694,5625;"no";-165;-642
10;2;2779,31034482759;7;6;8;4;5;10;1;3;1;24400;1367;"si";819;1400
3;0;1373,33333333333;1,57142857142857;1,5;1,5;2,66666666666667;0,571428571428571;15;0;1;1;24500;625,366666666667;"no";-331;59
4;0;661,290322580645;1,28571428571429;1,25;1,42857142857143;1;1,5;13;1;0;0;23900;654,225806451613;"no";-2051;-5200
2;0;885,714285714286;2;0,5;0,333333333333333;0,25;1;2;0;0;1;23100;815,8;"no";-401;-1800
1;0;475;0;0;0;0;0;0;0;0;0;21900;748,714285714286;"no";-3628;-4700
3;0;1300;2;2;1,2;2,66666666666667;2;10;0;3;1;22800;970,348837209302;"no";-2485;-2300
1;0;1607,14285714286;0,285714285714286;0,25;0;0,2;0,166666666666667;3;0;1;0;22900;618,035714285714;"no";-2539;-1600
10;2;3686,20689655172;7;11;13;13;9;16;2;4;0;26300;1111,51724137931;"si";93;2100
9;1;2258,82352941176;6;12;3,5;3,5;8;13;1;2;2;25000;1099,76470588235;"si";978;1500
3;0;1521,62162162162;2,5;2;1,33333333333333;2,66666666666667;1,75;8;0;2;1;23200;1291,59459459459;"no";-1563;-2200
3;0;1260;4;1,5;6;1,25;2,33333333333333;9;0;3;1;23700;676,45;"no";1604;1700
7;1;2740,74074074074;7;11;9;10;9;14;0;4;2;25000;2424,7037037037;"si";4495;3500
11;3;2735,71428571429;13;3,66666666666667;17;11;18;19;1;2;2;24900;1332,67857142857;"si";858;1500
7;2;1832,55813953488;0,666666666666667;0,454545454545455;3;0,333333333333333;1,25;6;1;2;1;24300;1297,04651162791;"no";-932;-3200
11;3;2347,05882352941;4;4,5;5,5;1,5;1,6;13;2;2;1;22700;2060,17647058824;"si";-2178;-2900
5;0;1060;2,16666666666667;2,2;1;3;1,83333333333333;17;0;2;1;27000;1027,28571428571;"no";827;562
11;2;2223,52941176471;22;7;6,33333333333333;2,66666666666667;4,25;28;1;3;2;26800;1182,58823529412;"si";1072;4600
8;1;1740;5;1,8;2,5;2,25;1,2;15;1;1;2;22600;1035,575;"no";-978;-2300
4;0;1984;1;3,33333333333333;2;0,75;1,66666666666667;11;0;1;1;28600;507,32;"no";610;4800
10;2;3074,07407407407;13;13;2,75;3;3,33333333333333;17;1;3;2;25600;732,444444444444;"si";-1519;1500
7;1;2086,66666666667;3,75;9;8;5,66666666666667;6,5;25;1;2;2;25000;861,566666666667;"si";1575;98
1;0;714,705882352941;4;1;1;1,5;0,4;5;0;0;0;22700;616;"no";-877;-1300
3;0;1137,14285714286;0,75;1;1;1;1,8;10;0;2;0;22900;820,828571428571;"no";-596;-1100
7;1;2576,74418604651;3;1,5;2,75;2,5;3,5;14;2;2;0;26000;851,116279069767;"si";1881;3200
0;0;772,972972972973;2;1,57142857142857;3,5;2,8;3,33333333333333;19;0;2;1;22500;999,378378378378;"no";-994;-4100
8;2;1345,71428571429;5,5;6,33333333333333;7,5;7,5;8;20;0;2;0;25000;1110,22857142857;"si";810;-2
2;0;1105,88235294118;3,5;2;1;0,4;1,75;7;0;3;0;24900;465,441176470588;"no";82;-165
9;2;3046,66666666667;10;6,5;5;13;5;17;1;4;2;24100;1851,66666666667;"si";-1375;-238
9;2;2140;16;16;19;6;8,5;20;1;3;1;22800;1066,14285714286;"si";920;-29
8;1;2366,66666666667;15;7,5;4,66666666666667;18;4,66666666666667;24;1;2;2;25400;779;"si";1875;98
10;2;2477,14285714286;13;10;2;6;3,33333333333333;19;1;3;1;24800;846,142857142857;"si";57;1900
7;1;1776,08695652174;7;4;2,25;9;8;10;0;5;2;24800;463,847826086957;"si";-2014;73
11;3;3273,33333333333;11;9;9;10;4,5;15;1;4;1;25100;901,266666666667;"si";1569;3400
11;5;2392,68292682927;8;4;4;4,5;5;10;2;4;1;24300;1295,26829268293;"si";-1386;872
10;3;2823,52941176471;7;14;15;9;4;25;1;3;1;26700;980;"si";232;1400
10;1;2179,41176470588;13;7,5;11;14;5;17;1;3;3;23800;1462,94117647059;"si";-772;1100
9;2;1781,57894736842;1,5;1,2;0,666666666666667;0,8;4;8;0;2;1;24400;842,710526315789;"no";-2824;-1200
11;2;3003,0303030303;2,5;2;10;10;6;10;1;4;0;25900;1011,90909090909;"si";347;2800
9;1;2628,57142857143;4;1;3;1,5;1;4;1;5;0;24400;616,714285714286;"si";-108;-1800
10;2;2294,28571428571;10;11;8;14;3,5;15;1;4;2;24000;1459,77142857143;"si";1263;1200
11;3;3078,57142857143;12;5,5;12;8;11;14;1;4;2;27500;708,035714285714;"si";2496;5900
4;0;1496,2962962963;1,75;1,33333333333333;0,8;2;0,75;9;0;1;0;25400;471,259259259259;"no";-1727;179
10;2;2522,22222222222;5;4;7;10;3;12;1;1;0;27200;1088,77777777778;"si";1386;4700
10;2;2445,2380952381;3,33333333333333;3;1;5;9;15;3;3;2;23900;1023,90476190476;"si";-832;-33
1;0;1487,09677419355;0,666666666666667;2;0,166666666666667;1;1;7;0;0;0;23900;839,193548387097;"no";-1812;-3300
9;1;2607,14285714286;6,33333333333333;4,33333333333333;9;14;14;20;1;4;3;23300;1186,82142857143;"si";-546;-1800
6;1;2262,16216216216;1;14;6;5;1,75;18;0;3;3;27000;593,243243243243;"no";1801;4600
9;1;2494,44444444444;6,5;6;9;5;5;19;1;3;3;23900;1024,77777777778;"si";-231;1200
3;0;1330,55555555556;7;2,5;3,5;6;2;10;0;3;0;23800;671,583333333333;"no";2891;-142
3;0;1533,33333333333;1,33333333333333;2,66666666666667;0,857142857142857;4;0,571428571428571;11;0;2;0;26300;951,111111111111;"no";3817;1200
4;0;1761,53846153846;4;2;0,666666666666667;2;2;5;0;3;0;24800;1398,20512820513;"no";-1687;-720
2;0;1136,11111111111;1,75;0,75;0,857142857142857;0,571428571428571;1;9;0;1;2;23500;799,166666666667;"no";-3636;-760
2;0;1184,61538461538;1;0,75;0,428571428571429;1;1,5;3;0;1;0;23900;597,435897435897;"no";-561;-525
5;0;1925,8064516129;2;0,666666666666667;2,33333333333333;2,5;0,5;9;1;0;0;24600;858,677419354839;"no";-763;872
9;1;3170;4;5;12;14;4;16;2;4;2;26100;670,466666666667;"si";-408;2200
10;2;3040;3,33333333333333;12;6;13;10;17;1;4;0;27700;766,975;"si";2202;5300
5;0;1157,57575757576;3;2;1,85714285714286;2,16666666666667;2;17;1;2;3;25600;401,363636363636;"no";-2267;-1400
4;0;1011,76470588235;1,5;1,5;0;2;1;4;0;2;0;23300;1042,29411764706;"no";-750;-877
11;3;3644,44444444444;15;16;20;14;7;20;3;5;2;24300;1989,37777777778;"si";386;904
2;0;937,142857142857;1;1;0,5;0,333333333333333;0,666666666666667;3;0;2;0;23200;589,228571428571;"no";-2458;-1200
8;1;1745,94594594595;9;2,5;5;10;2;10;1;1;0;22000;1247,97297297297;"si";-2593;-4900
2;0;1322,22222222222;1,75;1,5;8;1,75;0,166666666666667;9;0;2;1;23600;657,592592592593;"no";-918;-2000
9;1;2956,25;17;16;3;10;10;18;1;4;1;23100;667,53125;"si";-681;-487
4;0;1822,22222222222;1;1,25;1,5;1,25;1,5;6;2;2;0;23200;504,444444444444;"no";136;-1200
3;0;1097,14285714286;1,66666666666667;2,5;2;1,5;0,75;12;0;3;1;23500;1113;"no";1479;-936
2;0;1096,875;0;0,333333333333333;0;1;0;1;0;3;0;24200;637,96875;"no";-692;-287
11;2;2911,53846153846;6;16;6,5;15;9;22;1;3;1;28400;1553,61538461538;"si";5942;4400
10;2;2561,29032258065;11;1,66666666666667;9;11;6;12;1;2;0;23300;674,032258064516;"si";1215;519
9;2;2443,33333333333;5,5;12;8;10;3,75;20;1;2;3;26900;790,966666666667;"si";2474;4500
11;3;2411,53846153846;20;7,5;15;10;3;22;1;1;3;25800;721,5;"si";-330;1900
11;5;2900;6;6;5;3,5;0,6;9;3;4;0;24300;1274,54347826087;"si";391;2100
11;4;2633,33333333333;6,5;6,5;5,33333333333333;16;3,5;18;2;1;1;26400;1042,52777777778;"si";2392;3600
3;0;1276,47058823529;0,4;1;0,4;0,4;2;4;0;3;0;24700;603,970588235294;"no";-1071;1100
11;2;2733,33333333333;3,5;7;4,5;11;6;12;1;4;1;24700;805,333333333333;"si";1097;2000
7;1;1716;20;8;14;16;17;24;0;3;0;26400;1022,56;"si";2795;4000
9;1;2468,75;1,5;9;9;9;6;11;1;3;1;24100;1153,71875;"si";626;2800
9;1;1920,68965517241;5,5;3;4,5;12;12;16;0;2;0;24800;996,48275862069;"si";-1378;451
2;0;589,655172413793;2,5;2;1;1;0,75;6;0;0;0;23400;589,896551724138;"no";-1892;-2500
3;0;942,857142857143;1,5;0,4;4;3;1,25;5;0;1;0;24700;749,228571428571;"no";348;552
0;0;793,548387096774;1;1,66666666666667;0,833333333333333;1,5;0,6;8;0;1;0;23500;486,290322580645;"no";-3467;-5300
11;3;2955,88235294118;11;4;10;5,5;7;13;1;4;0;25600;1244,70588235294;"si";-167;455
2;0;1022,85714285714;0,333333333333333;5;0,666666666666667;1;1;5;0;1;0;24000;836,838709677419;"no";35;301
5;0;2172,72727272727;3,5;0,833333333333333;1,66666666666667;1,66666666666667;1,66666666666667;8;1;3;0;24300;744,939393939394;"no";-1669;227
10;1;3068,96551724138;8;9;9;10;11;16;1;4;1;27300;792,241379310345;"si";2544;5300
2;0;1403,22580645161;0,75;6;0,333333333333333;4;1,33333333333333;6;0;4;1;24400;1260,41935483871;"no";1303;1200
9;1;2924,13793103448;3,2;17;19;17;7;25;0;4;4;26100;1068;"si";3950;4400
3;0;1236,36363636364;2;0,666666666666667;1;1;3;3;0;2;0;23100;962,575757575758;"no";131;-1400
4;0;1965,71428571429;4,5;1,5;1;5;1,25;11;1;3;0;22900;674,057142857143;"no";-1043;-3300
4;0;1671,42857142857;1,5;4;0,8;5;0,75;6;1;0;0;24300;1489,05714285714;"no";322;1900
4;0;1084,375;1;0,75;0,6;1;3;4;0;0;0;22900;942,53125;"no";-891;-272
1;0;1220;1;4;2,5;5;0,2;7;0;0;0;24300;877,766666666667;"no";-2842;-1000
1;0;235,714285714286;0,666666666666667;0,5;0,166666666666667;1;0,666666666666667;3;0;0;0;23200;423,107142857143;"no";-1465;-3800
8;1;3070,96774193548;9;8;8;5;3,33333333333333;12;1;4;0;25100;756,129032258065;"si";-354;1500
8;1;2486,66666666667;9;8;2,5;9;8;12;1;3;0;24900;830,5;"si";-1582;-1000
4;0;914,285714285714;1;0,75;0,333333333333333;0,666666666666667;1,5;4;0;0;0;21800;531,928571428571;"no";-1784;-3700
2;0;1183,87096774194;3;1;2;1,5;2;6;0;2;0;22200;1266,87096774194;"no";108;-495
2;0;1089,74358974359;0,75;1,2;2;2;1;11;0;3;1;24700;827,051282051282;"no";-851;1100
